difficulty,question,pronunciation,answers,correct
JLPT N1,周期,しゅうき,"① 주기","① 주기"
JLPT N1,就業,しゅうぎょう,"① 일을 시작함\n② 취업,직업이 있는","① 일을 시작함\n② 취업,직업이 있는"
JLPT N1,集計,しゅうけい,"① 집계","① 집계"
JLPT N1,襲撃,しゅうげき,"① 습격","① 습격"
JLPT N1,従事,じゅうじ,"① 종사","① 종사"
JLPT N1,終日,しゅうじつ,"① 종일,하루종일","① 종일,하루종일"
JLPT N1,充実,じゅうじつ,"① 충실한,알찬","① 충실한,알찬"
JLPT N1,執着,しゅうじゃく,"① 집착","① 집착"
JLPT N1,収集·蒐集,しゅうしゅう,"① 수집 (=동의어コレクション)","① 수집 (=동의어コレクション)"
JLPT N1,柔軟,じゅうなん,"① 유연","① 유연"
JLPT N1,重複,じゅうふく,"① 중복","① 중복"
JLPT N1,収容,しゅうよう,"① 수용\n② 수감","① 수용\n② 수감"
JLPT N1,従来,じゅうらい,"① 종래,본래부터","① 종래,본래부터"
JLPT N1,守衛,しゅえい,"① 수위","① 수위"
JLPT N1,主演,しゅえん,"① 주연","① 주연"
JLPT N1,主観,しゅかん,"① 주관","① 주관"
JLPT N1,修行,しゅぎょう,"① 수행,연마하다","① 수행,연마하다"
JLPT N1,塾,じゅく,"① 학원,사설 학교","① 학원,사설 학교"
JLPT N1,祝賀,しゅくが,"① 축하","① 축하"
JLPT N1,宿命,しゅくめい,"① 숙명","① 숙명"
JLPT N1,手芸,しゅげい,"① 수예,수공예","① 수예,수공예"
JLPT N1,主権,しゅけん,"① 주권","① 주권"
JLPT N1,主催,しゅさい,"① 주최","① 주최"
JLPT N1,趣旨,しゅし,"① 취지","① 취지"
JLPT N1,種種,しゅじゅ,"① 갖가지,여러 가지 (=동의어いろいろ·さまざま)","① 갖가지,여러 가지 (=동의어いろいろ·さまざま)"
JLPT N1,主食,しゅしょく,"① 주식,주로 먹는","① 주식,주로 먹는"
JLPT N1,主体,しゅたい,"① 주체","① 주체"
JLPT N1,主題,しゅだい,"① 주제 (=동의어テーマ)","① 주제 (=동의어テーマ)"
JLPT N1,出演,しゅつえん,"① 출연","① 출연"
JLPT N1,出産,しゅっさん,"① 출산,분만","① 출산,분만"
JLPT N1,出社,しゅっしゃ,"① 출사,출근","① 출사,출근"
JLPT N1,出生,しゅっしょう,"① 출생","① 출생"
JLPT N1,出生,しゅっせい,"① 출생","① 출생"
JLPT N1,出題,しゅつだい,"① 출제","① 출제"
JLPT N1,出動,しゅつどう,"① 출동","① 출동"
JLPT N1,出費,しゅっぴ,"① 지출","① 지출"
JLPT N1,出品,しゅっぴん,"① 출품","① 출품"
JLPT N1,主導,しゅどう,"① 주도 (=동의어リード)","① 주도 (=동의어リード)"
JLPT N1,主任,しゅにん,"① 주임\n② 공무원의 직명의 하나","① 주임\n② 공무원의 직명의 하나"
JLPT N1,首脳·主脳,しゅのう,"① 수뇌","① 수뇌"
JLPT N1,守備,しゅび,"① 수비 (=동의어守<まも>り)","① 수비 (=동의어守<まも>り)"
JLPT N1,手法,しゅほう,"① 수법,기교 (=동의어テクニック)","① 수법,기교 (=동의어テクニック)"
JLPT N1,樹木,じゅもく,"① 수목,나무 (=동의어立<た>ち木<き>)","① 수목,나무 (=동의어立<た>ち木<き>)"
JLPT N1,樹立,じゅりつ,"① 수립,설립","① 수립,설립"
JLPT N1,循環,じゅんかん,"① 순환","① 순환"
JLPT N1,準急,じゅんきゅう,"① 준급행 열차 (準急行列車<じゅんきゅうこうれっしゃ>의 준말)","① 준급행 열차 (準急行列車<じゅんきゅうこうれっしゃ>의 준말)"
JLPT N1,準じる,じゅんじる,"① …에 준하다","① …에 준하다"
JLPT N1,上位,じょうい,"① 상위","① 상위"
JLPT N1,上演,じょうえん,"① 상연","① 상연"
JLPT N1,浄化,じょうか,"① 정화","① 정화"
JLPT N1,消去,しょうきょ,"① 소거,지워버림","① 소거,지워버림"
JLPT N1,上空,じょうくう,"① 상공,하늘","① 상공,하늘"
JLPT N1,衝撃,しょうげき,"① 충격 (=동의어ショック)","① 충격 (=동의어ショック)"
JLPT N1,証言,しょうげん,"① 증언","① 증언"
JLPT N1,証拠,しょうこ,"① 증거 (=동의어あかし)","① 증거 (=동의어あかし)"
JLPT N1,照合,しょうごう,"① 대조,비교해서 확인함","① 대조,비교해서 확인함"
JLPT N1,詳細,しょうさい,"① 상세,자세한","① 상세,자세한"
JLPT N1,情緒,じょうしょ,"① 정서,감정 (=じょうちょ)","① 정서,감정 (=じょうちょ)"
JLPT N1,昇進·陞進,しょうしん,"① 승진","① 승진"
JLPT N1,称する,しょうする,"① 일컫다,칭하다\n② 칭찬하다\n③ 사칭하다","① 일컫다,칭하다\n② 칭찬하다\n③ 사칭하다"
JLPT N1,消息,しょうそく,"① 소식 (=동의어たより)","① 소식 (=동의어たより)"
JLPT N1,承諾,しょうだく,"① 승낙 (=동의어承知<しょうち>)","① 승낙 (=동의어承知<しょうち>)"
JLPT N1,情緒,じょうちょ,"① 정서,감정","① 정서,감정"
JLPT N1,情熱,じょうねつ,"① 정열,열정","① 정열,열정"
JLPT N1,譲歩,じょうほ,"① 양보","① 양보"
JLPT N1,条約,じょうやく,"① 조약,협약","① 조약,협약"
JLPT N1,勝利·捷利,しょうり,"① 승리 (=동의어勝<か>ち)","① 승리 (=동의어勝<か>ち)"
JLPT N1,上陸,じょうりく,"① 상륙","① 상륙"
JLPT N1,上流,じょうりゅう,"① 강의 상류\n② 상류층,사회의 높은 계층","① 강의 상류\n② 상류층,사회의 높은 계층"
JLPT N1,奨励,しょうれい,"① 장려","① 장려"
JLPT N1,ショー,ショー,"① 쇼\n② 전람회","① 쇼\n② 전람회"
JLPT N1,除外,じょがい,"① 제외","① 제외"
JLPT N1,職員,しょくいん,"① 직원","① 직원"
JLPT N1,職務,しょくむ,"① 직무","① 직무"
JLPT N1,諸君,しょくん,"① 제군,여러분","① 제군,여러분"
JLPT N1,助言,じょげん,"① 조언,도움을 주는 말","① 조언,도움을 주는 말"
JLPT N1,徐行,じょこう,"① 서행","① 서행"
JLPT N1,所在,しょざい,"① 소재,거처\n② 행방,소행","① 소재,거처\n② 행방,소행"
JLPT N1,所持,しょじ,"① 소지","① 소지"
JLPT N1,所属,しょぞく,"① 소속함","① 소속함"
JLPT N1,処置,しょち,"① 처치,조치","① 처치,조치"
JLPT N1,ショック,ショック,"① 쇼크,충격","① 쇼크,충격"
JLPT N1,初中,しょっちゅう,"① 늘,항상,번번이 (=동의어いつも)","① 늘,항상,번번이 (=동의어いつも)"
JLPT N1,所定,しょてい,"① 소정,소정된","① 소정,소정된"
JLPT N1,助動詞,じょどうし,"① 조동사","① 조동사"
JLPT N1,所得,しょとく,"① 소득","① 소득"
JLPT N1,処罰,しょばつ,"① 처벌","① 처벌"
JLPT N1,初版,しょはん,"① 초판","① 초판"
JLPT N1,書評,しょひょう,"① 서평","① 서평"
JLPT N1,処分,しょぶん,"① 처분,처리\n② 처벌","① 처분,처리\n② 처벌"
JLPT N1,庶民,しょみん,"① 서민 (=동의어大衆<たいしゅう>)","① 서민 (=동의어大衆<たいしゅう>)"
JLPT N1,庶務,しょむ,"① 서무","① 서무"
JLPT N1,所有,しょゆう,"① 소유","① 소유"
JLPT N1,調べ,しらべ,"① 점검,수사,조사\n② 가락,음조","① 점검,수사,조사\n② 가락,음조"
JLPT N1,自立,じりつ,"① 자립,독립 (=동의어ひとりだち)","① 자립,독립 (=동의어ひとりだち)"
JLPT N1,記す·誌す·識す,しるす,"① 적다,기록하다\n② 새기다,기억하다","① 적다,기록하다\n② 새기다,기억하다"
JLPT N1,指令,しれい,"① 지령","① 지령"
JLPT N1,進化,しんか,"① 진화","① 진화"
JLPT N1,人格,じんかく,"① 인격","① 인격"
JLPT N1,審議,しんぎ,"① 심의","① 심의"
JLPT N1,新婚,しんこん,"① 신혼","① 신혼"
JLPT N1,審査,しんさ,"① 심사","① 심사"
JLPT N1,人材,じんざい,"① 인재,인물","① 인재,인물"
JLPT N1,紳士,しんし,"① 신사","① 신사"
JLPT N1,真実,しんじつ,"① 진실,참\n② 참으로,정말로","① 진실,참\n② 참으로,정말로"
JLPT N1,信者,しんじゃ,"① 신자,신도","① 신자,신도"
JLPT N1,真珠,しんじゅ,"① 진주","① 진주"
JLPT N1,心中,しんじゅう,"① 동반자살 (특히 연인끼리의)","① 동반자살 (특히 연인끼리의)"
JLPT N1,進出,しんしゅつ,"① 진출","① 진출"
JLPT N1,心情,しんじょう,"① 심정 (=동의어おもい)","① 심정 (=동의어おもい)"
JLPT N1,親善,しんぜん,"① 친선","① 친선"
JLPT N1,真相,しんそう,"① 진상","① 진상"
JLPT N1,迅速,じんそく,"① 신속,재빠름","① 신속,재빠름"
JLPT N1,人体,じんたい,"① 인체,몸","① 인체,몸"
JLPT N1,新築,しんちく,"① 신축,신축의","① 신축,신축의"
JLPT N1,進呈,しんてい,"① 진정,증정","① 진정,증정"
JLPT N1,進展,しんてん,"① 진전,사건의 진행","① 진전,사건의 진행"
JLPT N1,神殿,しんでん,"① 신전","① 신전"
JLPT N1,進度,しんど,"① 진도,진행 정도","① 진도,진행 정도"
JLPT N1,振動,しんどう,"① 진동","① 진동"
JLPT N1,信任,しんにん,"① 신임","① 신임"
JLPT N1,神秘,しんぴ,"① 신비","① 신비"
JLPT N1,辛抱,しんぼう,"① 참음,참고 견딤","① 참음,참고 견딤"
JLPT N1,人民,じんみん,"① 인민,국민","① 인민,국민"
JLPT N1,侵略·侵掠,しんりゃく,"① 침략","① 침략"
JLPT N1,診療,しんりょう,"① 진료","① 진료"
JLPT N1,神話,しんわ,"① 신화","① 신화"
JLPT N1,粋,すい,"① 정수,궁극점\n② 세태나 인정에 훤한","① 정수,궁극점\n② 세태나 인정에 훤한"
JLPT N1,水源,すいげん,"① 수원","① 수원"
JLPT N1,推進,すいしん,"① 추진","① 추진"
JLPT N1,吹奏,すいそう,"① 취주,연주","① 취주,연주"
JLPT N1,推測,すいそく,"① 추측","① 추측"
JLPT N1,水田,すいでん,"① 수전,무논","① 수전,무논"
JLPT N1,推理,すいり,"① 추리","① 추리"
JLPT N1,数詞,すうし,"① 수사","① 수사"
JLPT N1,崇拝,すうはい,"① 숭배","① 숭배"
JLPT N1,据(え)付ける,すえつける,"① 설치하다,고정시켜 놓다","① 설치하다,고정시켜 놓다"
JLPT N1,据える,すえる,"① 붙박다,설치하다\n② 마음을 가라앉히다\n③ 앉히다,모시다","① 붙박다,설치하다\n② 마음을 가라앉히다\n③ 앉히다,모시다"
JLPT N1,清清しい,すがすがしい,"① 상쾌하다,시원하다","① 상쾌하다,시원하다"
JLPT N1,救い,すくい,"① 구함,구제\n② 위안,위로","① 구함,구제\n② 위안,위로"
JLPT N1,健やか,すこやか,"① 튼튼함,건강함 (=동의어すくよか)","① 튼튼함,건강함 (=동의어すくよか)"
JLPT N1,濯ぐ·滌ぐ,すすぐ,"① 씻다,헹구다\n② 씻어 없애다","① 씻다,헹구다\n② 씻어 없애다"
JLPT N1,進み,すすみ,"① 나아감,진행","① 나아감,진행"
JLPT N1,裾,すそ,"① 옷단,옷자락\n② …의 아랫쪽 부분","① 옷단,옷자락\n② …의 아랫쪽 부분"
JLPT N1,スタジオ,スタジオ,"① 스튜디오\n② 작업장","① 스튜디오\n② 작업장"
JLPT N1,スチーム,スチーム,"① 스팀,증기","① 스팀,증기"
JLPT N1,ストライキ,ストライキ,"① 스트라이크,동맹 파업","① 스트라이크,동맹 파업"
JLPT N1,ストロー,ストロー,"① 빨대","① 빨대"
JLPT N1,ストロボ,ストロボ,"① 스트로보 (ストロボスコープ의 준말)\n② 섬광 장치","① 스트로보 (ストロボスコープ의 준말)\n② 섬광 장치"
JLPT N1,すばしこい,すばしこい,"① 재빠르다,날래다 (=동의어すばやい)","① 재빠르다,날래다 (=동의어すばやい)"
JLPT N1,素早い,すばやい,"① 재빠르다,민첩하다 (=동의어すばしこい)","① 재빠르다,민첩하다 (=동의어すばしこい)"
JLPT N1,ずばり,ずばり,"① 싹둑\n② 거침없이,정곡을 찌르는","① 싹둑\n② 거침없이,정곡을 찌르는"
JLPT N1,ずぶ濡れ,ずぶぬれ,"① 흠뻑 젖음 (=동의어びしょぬれ)","① 흠뻑 젖음 (=동의어びしょぬれ)"
JLPT N1,スプリング,スプリング,"① 스프링,용수철\n② 봄","① 스프링,용수철\n② 봄"
JLPT N1,スペース,スペース,"① 공간,여백\n② 간격,행간\n③ 우주","① 공간,여백\n② 간격,행간\n③ 우주"
JLPT N1,済ます,すます,"① 끝내다,마치다\n② 때우다,해결하다","① 끝내다,마치다\n② 때우다,해결하다"
JLPT N1,速やか,すみやか,"① 조속히,신속히","① 조속히,신속히"
JLPT N1,スラックス,スラックス,"① 슬랙스","① 슬랙스"
JLPT N1,ずるずる,ずるずる,"① 질질,주르르\n② 훌쩍훌쩍","① 질질,주르르\n② 훌쩍훌쩍"
JLPT N1,ずれ,ずれ,"① 엇갈림,어긋남","① 엇갈림,어긋남"
JLPT N1,擦れ違い,すれちがい,"① 스쳐지나감\n② 엇갈림","① 스쳐지나감\n② 엇갈림"
JLPT N1,擦れる·摩れる,すれる,"① 스치다,비벼지다\n② 닳고 닳다","① 스치다,비벼지다\n② 닳고 닳다"
JLPT N1,すんなり,すんなり,"① 날씬하게,매끈하게\n② 척척,순조롭게\n③ 순순히,나긋나긋한","① 날씬하게,매끈하게\n② 척척,순조롭게\n③ 순순히,나긋나긋한"
JLPT N1,生育,せいいく,"① 생육,나고 자람\n② 자라서 커짐","① 생육,나고 자람\n② 자라서 커짐"
JLPT N1,成果,せいか,"① 성과","① 성과"
JLPT N1,正義,せいぎ,"① 정의","① 정의"
JLPT N1,生計,せいけい,"① 생계,생활","① 생계,생활"
JLPT N1,政権,せいけん,"① 정권","① 정권"
JLPT N1,正座·正坐,せいざ,"① 정좌","① 정좌"
JLPT N1,制裁,せいさい,"① 제재","① 제재"
JLPT N1,静止,せいし,"① 정지,멈추어 움직이지 않음","① 정지,멈추어 움직이지 않음"
JLPT N1,誠実,せいじつ,"① 성실","① 성실"
JLPT N1,成熟,せいじゅく,"① 성숙","① 성숙"
JLPT N1,清純,せいじゅん,"① 청순","① 청순"
JLPT N1,制する,せいする,"① 제압하다,억제하다\n② 지배하다\n③ 절제하다","① 제압하다,억제하다\n② 지배하다\n③ 절제하다"
JLPT N1,整然,せいぜん,"① 정연한,가지런한","① 정연한,가지런한"
JLPT N1,盛大,せいだい,"① 성대","① 성대"
JLPT N1,清濁,せいだく,"① 청탁,맑음과 흐림\n② 청음과 탁음","① 청탁,맑음과 흐림\n② 청음과 탁음"
JLPT N1,制定,せいてい,"① 제정","① 제정"
JLPT N1,静的,せいてき,"① 정적인,조용한","① 정적인,조용한"
JLPT N1,製鉄,せいてつ,"① 제철","① 제철"
JLPT N1,晴天,せいてん,"① 청천,맑게 갠 하늘","① 청천,맑게 갠 하늘"
JLPT N1,製法,せいほう,"① 제법,제조법","① 제법,제조법"
JLPT N1,精密,せいみつ,"① 정밀","① 정밀"
JLPT N1,制約,せいやく,"① 제약,제한","① 제약,제한"
JLPT N1,勢力,せいりょく,"① 세력","① 세력"
JLPT N1,整列,せいれつ,"① 정렬","① 정렬"
JLPT N1,急かす,せかす,"① 재촉하다","① 재촉하다"
JLPT N1,伜·倅·悴,せがれ,"① 자신의 아들,아들자식 (낮추어 부르는 말)\n② 연소한 남자","① 자신의 아들,아들자식 (낮추어 부르는 말)\n② 연소한 남자"
JLPT N1,責務,せきむ,"① 책무","① 책무"
JLPT N1,セクション,セクション,"① 섹션,부문","① 섹션,부문"
JLPT N1,世辞,せじ,"① 인사치레,입발린 소리\n② 아첨,아부하는 말","① 인사치레,입발린 소리\n② 아첨,아부하는 말"
JLPT N1,是正,ぜせい,"① 시정","① 시정"
JLPT N1,世帯,せたい,"① 가구,세대","① 가구,세대"
JLPT N1,世代,せだい,"① 세대\n② 연령층","① 세대\n② 연령층"
JLPT N1,切開,せっかい,"① 절개","① 절개"
JLPT N1,セックス,セックス,"① 섹스,성관계","① 섹스,성관계"
JLPT N1,切実,せつじつ,"① 절실한,통감하는\n② 아주 적절한","① 절실한,통감하는\n② 아주 적절한"
JLPT N1,接触,せっしょく,"① 접촉","① 접촉"
JLPT N1,設置,せっち,"① 설치","① 설치"
JLPT N1,折衷·折中,せっちゅう,"① 절충","① 절충"
JLPT N1,設定,せってい,"① 설정","① 설정"
JLPT N1,切ない,せつない,"① 애달프다,안타깝다","① 애달프다,안타깝다"
JLPT N1,絶版,ぜっぱん,"① 절판","① 절판"
JLPT N1,設立,せつりつ,"① 설립,설치","① 설립,설치"
JLPT N1,攻め,せめ,"① 공격,공세","① 공격,공세"
JLPT N1,ゼリー,ゼリー,"① 젤리","① 젤리"
JLPT N1,セレモニー,セレモニー,"① 세레모니,의식","① 세레모니,의식"
JLPT N1,世論,せろん,"① 세론,여론 (=동의어せいろん)","① 세론,여론 (=동의어せいろん)"
JLPT N1,繊維,せんい,"① 섬유","① 섬유"
JLPT N1,全快,ぜんかい,"① 전쾌,완쾌","① 전쾌,완쾌"
JLPT N1,宣教,せんきょう,"① 선교","① 선교"
JLPT N1,宣言,せんげん,"① 선언","① 선언"
JLPT N1,戦災,せんさい,"① 전재,전쟁의 재난","① 전재,전쟁의 재난"
JLPT N1,全集,ぜんしゅう,"① 전집,전권","① 전집,전권"
JLPT N1,戦術,せんじゅつ,"① 전술,전략","① 전술,전략"
JLPT N1,センス,センス,"① 센스,감각\n② 지각,분별력","① 센스,감각\n② 지각,분별력"
JLPT N1,潜水,せんすい,"① 잠수","① 잠수"
JLPT N1,全盛,ぜんせい,"① 전성,전성기","① 전성,전성기"
JLPT N1,先代,せんだい,"① 선대,전대\n② 한 대 전 앞사람","① 선대,전대\n② 한 대 전 앞사람"
JLPT N1,先達て,せんだって,"① 앞서,얼마 전에 (=동의어このあいだ)","① 앞서,얼마 전에 (=동의어このあいだ)"
JLPT N1,先着,せんちゃく,"① 선착,선착순","① 선착,선착순"
JLPT N1,前提,ぜんてい,"① 전제","① 전제"
JLPT N1,前途,ぜんと,"① 전도","① 전도"
JLPT N1,潜入,せんにゅう,"① 잠입","① 잠입"
JLPT N1,船舶,せんぱく,"① 선박 (=동의어ふね)","① 선박 (=동의어ふね)"
JLPT N1,全滅,ぜんめつ,"① 전멸","① 전멸"
JLPT N1,専用,せんよう,"① 전용","① 전용"
JLPT N1,占領,せんりょう,"① 점령","① 점령"
JLPT N1,善良,ぜんりょう,"① 선량한,착한","① 선량한,착한"
JLPT N1,戦力,せんりょく,"① 전력,전투 능력","① 전력,전투 능력"
JLPT N1,前例,ぜんれい,"① 전례,선례","① 전례,선례"
JLPT N1,相応,そうおう,"① 상응,걸맞음 (=동의어相当<そうとう>)","① 상응,걸맞음 (=동의어相当<そうとう>)"
JLPT N1,総会,そうかい,"① 총회","① 총회"
JLPT N1,創刊,そうかん,"① 창간","① 창간"
JLPT N1,雑木,ぞうき,"① 잡목 (=동의어ざつぼく)","① 잡목 (=동의어ざつぼく)"
JLPT N1,早急,そうきゅう,"① 조급한,몹시 급한","① 조급한,몹시 급한"
JLPT N1,増強,ぞうきょう,"① 증강","① 증강"
JLPT N1,走行,そうこう,"① 주행","① 주행"
JLPT N1,操縦,そうじゅう,"① 조종","① 조종"
JLPT N1,蔵相,ぞうしょう,"① 재무상,재무장관","① 재무상,재무장관"
JLPT N1,装飾,そうしょく,"① 장식","① 장식"
JLPT N1,増進,ぞうしん,"① 증진","① 증진"
JLPT N1,早退,そうたい,"① 조퇴","① 조퇴"
JLPT N1,壮大,そうだい,"① 장대,웅장","① 장대,웅장"
JLPT N1,騒動,そうどう,"① 소동","① 소동"
JLPT N1,遭難,そうなん,"① 조난","① 조난"
JLPT N1,相場,そうば,"① 시세,시가\n② 일반적인 통념\n③ 미두","① 시세,시가\n② 일반적인 통념\n③ 미두"
JLPT N1,装備,そうび,"① 장비","① 장비"
JLPT N1,創立,そうりつ,"① 창립","① 창립"
JLPT N1,添える·副える,そえる,"① 첨부하다,붙이다\n② 곁들이다\n③ 더하다","① 첨부하다,붙이다\n② 곁들이다\n③ 더하다"
JLPT N1,促進,そくしん,"① 촉진","① 촉진"
JLPT N1,即する,そくする,"① 들어맞다,입각하다","① 들어맞다,입각하다"
JLPT N1,束縛,そくばく,"① 속박","① 속박"
JLPT N1,側面,そくめん,"① 측면,다른 면","① 측면,다른 면"
JLPT N1,損なう,そこなう,"① 손상하다,해치다\n② 실패하다,잘못하다\n③ …를 놓치다,할 뻔하다","① 손상하다,해치다\n② 실패하다,잘못하다\n③ …를 놓치다,할 뻔하다"
JLPT N1,其処ら,そこら,"① 그 근방\n② 그 정도","① 그 근방\n② 그 정도"
JLPT N1,素材,そざい,"① 소재","① 소재"
JLPT N1,阻止·沮止,そし,"① 저지","① 저지"
JLPT N1,訴訟,そしょう,"① 소송","① 소송"
JLPT N1,育ち,そだち,"① 성장\n② 성장 환경\n③ …에서 자랐음","① 성장\n② 성장 환경\n③ …에서 자랐음"
JLPT N1,措置,そち,"① 조치,조처","① 조치,조처"
JLPT N1,ソックス,ソックス,"① 양말","① 양말"
JLPT N1,素っ気無い,そっけない,"① 무뚝뚝한,쌀쌀맞은\n② 인정머리 없는,매정한","① 무뚝뚝한,쌀쌀맞은\n② 인정머리 없는,매정한"
JLPT N1,外方,そっぽ,"① 다른 쪽,딴 쪽","① 다른 쪽,딴 쪽"
JLPT N1,備え付ける,そなえつける,"① 비치하다,설치하다","① 비치하다,설치하다"
JLPT N1,備わる,そなわる,"① 갖춰지다\n② 구비되다,비치되다\n③ 가입되다","① 갖춰지다\n② 구비되다,비치되다\n③ 가입되다"
JLPT N1,聳える,そびえる,"① 우뚝 솟다,치솟다","① 우뚝 솟다,치솟다"
JLPT N1,染(ま)る,そまる,"① 물들다","① 물들다"
JLPT N1,背く·叛く,そむく,"① 등지다\n② 어기다,거스르다\n③ 배반하다","① 등지다\n② 어기다,거스르다\n③ 배반하다"
JLPT N1,染める,そめる,"① 물들이다,염색하다\n② 손을 대다,관계하다\n③ 마음을 쏟다","① 물들이다,염색하다\n② 손을 대다,관계하다\n③ 마음을 쏟다"
JLPT N1,逸らす,そらす,"① 딴 데로 돌리다\n② 빗나가게 하다,피하다\n③ 놓치다","① 딴 데로 돌리다\n② 빗나가게 하다,피하다\n③ 놓치다"
JLPT N1,橇,そり,"① 썰매","① 썰매"
JLPT N1,それ故·其れ故,それゆえ,"① 그러므로,그 때문에 (격식차린 말씨)","① 그러므로,그 때문에 (격식차린 말씨)"
JLPT N1,ソロ,ソロ,"① 솔로,독주\n② 단독","① 솔로,독주\n② 단독"
JLPT N1,揃い,そろい,"① 모두 갖추어짐\n② 한 짝,한 벌","① 모두 갖추어짐\n② 한 짝,한 벌"
JLPT N1,ぞんざい,ぞんざい,"① 일을 소홀히 함\n② 난폭함 (=동의어おろそか)","① 일을 소홀히 함\n② 난폭함 (=동의어おろそか)"
JLPT N1,損失,そんしつ,"① 손실,손해","① 손실,손해"
JLPT N1,存続,そんぞく,"① 존속","① 존속"
JLPT N1,ダース,ダース,"① 다스,①\n② 개로 한 묶음","① 다스,①\n② 개로 한 묶음"
JLPT N1,対応,たいおう,"① 서로 마주보는,대응하는\n② 대응,대처\n③ 균형이 잡혀있는","① 서로 마주보는,대응하는\n② 대응,대처\n③ 균형이 잡혀있는"
JLPT N1,大家,たいか,"① 대가\n② 거장,중진\n③ 큰 집","① 대가\n② 거장,중진\n③ 큰 집"
JLPT N1,大概,たいがい,"① 대개,대강\n② 대부분,보통\n③ 어지간한 정도","① 대개,대강\n② 대부분,보통\n③ 어지간한 정도"
JLPT N1,体格,たいかく,"① 체격","① 체격"
JLPT N1,大金,たいきん,"① 대금,큰돈","① 대금,큰돈"
JLPT N1,待遇,たいぐう,"① 대우,처우\n② 손님 대접,서비스","① 대우,처우\n② 손님 대접,서비스"
JLPT N1,対決,たいけつ,"① 대결","① 대결"
JLPT N1,体験,たいけん,"① 체험,경험","① 체험,경험"
JLPT N1,対抗,たいこう,"① 대항,서로 맞섬","① 대항,서로 맞섬"
JLPT N1,退治,たいじ,"① 퇴치\n② 빠르게 해결함","① 퇴치\n② 빠르게 해결함"
JLPT N1,大衆,たいしゅう,"① 대중 (=동의어民衆<みんしゅう>)","① 대중 (=동의어民衆<みんしゅう>)"
JLPT N1,対処,たいしょ,"① 대처","① 대처"
JLPT N1,題する,だいする,"① 제목을 붙이다","① 제목을 붙이다"
JLPT N1,対談,たいだん,"① 대담,인터뷰","① 대담,인터뷰"
JLPT N1,大胆,だいたん,"① 대담한,과감한\n② 당돌함,무모함\n③ 겁 없음","① 대담한,과감한\n② 당돌함,무모함\n③ 겁 없음"
JLPT N1,対等,たいとう,"① 대등","① 대등"
JLPT N1,タイトル,タイトル,"① 타이틀\n② 표제,제목","① 타이틀\n② 표제,제목"
JLPT N1,台無し,だいなし,"① 엉망이 됨,허사가 됨","① 엉망이 됨,허사가 됨"
JLPT N1,滞納·怠納,たいのう,"① 체납","① 체납"
JLPT N1,対比,たいひ,"① 대비,대조\n② 비교,견줌","① 대비,대조\n② 비교,견줌"
JLPT N1,タイピスト,タイピスト,"① 타이피스트","① 타이피스트"
JLPT N1,大部,たいぶ,"① 분량이 많음\n② 대부분","① 분량이 많음\n② 대부분"
JLPT N1,大便,だいべん,"① 대변,똥","① 대변,똥"
JLPT N1,待望,たいぼう,"① 대망,대망의","① 대망,대망의"
JLPT N1,台本,だいほん,"① 대본,극본 (=동의어シナリオ)","① 대본,극본 (=동의어シナリオ)"
JLPT N1,タイマー,タイマー,"① 타이머\n② 스톱워치","① 타이머\n② 스톱워치"
JLPT N1,怠慢,たいまん,"① 태만,게으른","① 태만,게으른"
JLPT N1,タイミング,タイミング,"① 타이밍","① 타이밍"
JLPT N1,タイム,タイム,"① 시각,시간\n② 일시 시합 중지","① 시각,시간\n② 일시 시합 중지"
JLPT N1,タイムリー,タイムリー,"① 타임리,때맞춤,적잘한","① 타임리,때맞춤,적잘한"
JLPT N1,体面,たいめん,"① 체면,면목","① 체면,면목"
JLPT N1,代用,だいよう,"① 대용,대리","① 대용,대리"
JLPT N1,タイル,タイル,"① 타일","① 타일"
JLPT N1,対話,たいわ,"① 대화","① 대화"
JLPT N1,ダウン,ダウン,"\n② 내림,떨어짐","\n② 내림,떨어짐"
JLPT N1,耐える·堪える,たえる,"① 견디다,참다","① 견디다,참다"
JLPT N1,打開,だかい,"① 타개","① 타개"
JLPT N1,たき火·焚き火,たきび,"① 모닥불\n② 횃불","① 모닥불\n② 횃불"
JLPT N1,妥協,だきょう,"① 타협,타결","① 타협,타결"
JLPT N1,逞しい,たくましい,"① 늠름하다,든든하다\n② 씩씩하다,왕성하다\n③ 마음대로 …하다","① 늠름하다,든든하다\n② 씩씩하다,왕성하다\n③ 마음대로 …하다"
JLPT N1,巧み,たくみ,"① 교묘함,솜씨가 좋음\n② 기교,정교함\n③ 계략","① 교묘함,솜씨가 좋음\n② 기교,정교함\n③ 계략"
JLPT N1,打撃,だげき,"① 타격\n② 심적 충격","① 타격\n② 심적 충격"
JLPT N1,妥結,だけつ,"① 타결,타협","① 타결,타협"
JLPT N1,駄作,ださく,"① 태작,졸작","① 태작,졸작"
JLPT N1,助け,たすけ,"① 도움,구원,구조","① 도움,구원,구조"
JLPT N1,携わる,たずさわる,"① 일에 관계하다,종사하다","① 일에 관계하다,종사하다"
JLPT N1,漂う,ただよう,"① 떠돌다,표류하다\n② 감돌다","① 떠돌다,표류하다\n② 감돌다"
JLPT N1,立(ち)去る,たちさる,"① 떠나가다,물러가다","① 떠나가다,물러가다"
JLPT N1,立(ち)寄る,たちよる,"① 다가서다\n② 들르다","① 다가서다\n② 들르다"
